date,kaf
10/31/21,625.9821075
11/30/21,376.5896148
12/31/21,229.847938
1/31/22,1164.530346
2/28/22,2630.702644
3/31/22,695.5495264
4/30/22,775.475
5/31/22,2890.604612
6/30/22,780.0225
7/31/22,654.1932597
8/31/22,972.2515
9/30/22,1179.385759
10/31/22,611.1828846
11/30/22,281.5418551
12/31/22,678.1466285
1/31/23,717.648087
2/28/23,1294.934953
3/31/23,707.4785717
4/30/23,775.475
5/31/23,800.245
6/30/23,679.1738912
7/31/23,708.0644904
8/31/23,815.1545
9/30/23,528.231415
10/31/23,549.6892768
11/30/23,374.6235579
12/31/23,373.467584
1/31/24,517.5681459
2/29/24,600.0027113
3/31/24,282.1456109
4/30/24,287.8471627
5/31/24,597.71
6/30/24,713.85
7/31/24,556.8594904
8/31/24,671.7511706
9/30/24,562.5636675
10/31/24,617.4889934
11/30/24,335.9327626
12/31/24,529.0038352
1/31/25,789.840387
2/28/25,602.9180237
3/31/25,1397.269457
4/30/25,775.475
5/31/25,765.925
6/30/25,745.805
7/31/25,498.82
8/31/25,767.545
9/30/25,534.5088288
10/31/25,578.5239115
11/30/25,304.1940367
12/31/25,316.9639966
1/31/26,653.796087
2/28/26,2477.435131
3/31/26,663.9547036
4/30/26,748.2831817
5/31/26,1325.298286
6/30/26,745.805
7/31/26,802.285
8/31/26,767.545
9/30/26,616.5797852
10/31/26,643.8083402
11/30/26,598.1614625
12/31/26,259.1646992
1/31/27,653.796087
2/28/27,602.9180237
3/31/27,690.2147036
4/30/27,751.675
5/31/27,765.925
6/30/27,745.805
7/31/27,690.6384904
8/31/27,767.545
9/30/27,516.5119755
10/31/27,553.790056
11/30/27,212.0667494
12/31/27,659.7826285
1/31/28,688.440087
2/29/28,633.8493334
3/31/28,713.6877036
4/30/28,734.715
5/31/28,677.1332102
6/30/28,754.1845
7/31/28,802.285
8/31/28,870.9138726
9/30/28,137.0184791
10/31/28,419.256668
11/30/28,156.1169851
12/31/28,437.0841738
1/31/29,556.7781595
2/28/29,526.1261295
3/31/29,439.3549233
4/30/29,725.5923913
5/31/29,1031.544046
6/30/29,713.85
7/31/29,755.2430096
8/31/29,684.4943674
9/30/29,562.0088288
10/31/29,613.6388788
11/30/29,223.2855811
12/31/29,914.2628432
1/31/30,680.285087
2/28/30,631.8830237
3/31/30,705.3347036
4/30/30,1010.478223
5/31/30,935.1904899
6/30/30,893.276933
7/31/30,659.2854904
8/31/30,745.8788726
9/30/30,374.2573102
10/31/30,491.6297488
11/30/30,193.7114005
12/31/30,224.7964215
1/31/31,763.7143
2/28/31,361.7045097
3/31/31,381.2765158
4/30/31,494.4323926
5/31/31,422.8147283
6/30/31,380.2370993
7/31/31,481.8826744
8/31/31,608.646702
9/30/31,289.0971684
10/31/31,404.5508018
11/30/31,226.6462036
12/31/31,663.7956285
1/31/32,688.557087
2/29/32,656.4996941
3/31/32,584.5021499
4/30/32,600.9326897
5/31/32,1171.74401
6/30/32,1203.400695
7/31/32,440.320425
8/31/32,614.8661274
9/30/32,508.8379086
10/31/32,539.9727942
11/30/32,241.9429799
12/31/32,298.4683177
1/31/33,802.1379196
2/28/33,412.97993
3/31/33,549.4066827
4/30/33,302.4632748
5/31/33,876.0144989
6/30/33,1051.17113
7/31/33,410.9475984
8/31/33,622.902026
9/30/33,510.6710794
10/31/33,547.163225
11/30/33,231.9889799
12/31/33,587.0003785
1/31/34,681.953087
2/28/34,580.6590201
3/31/34,409.4671568
4/30/34,324.8415665
5/31/34,591.3636781
6/30/34,1088.61113
7/31/34,461.39
8/31/34,638.9252977
9/30/34,561.3636675
10/31/34,569.8612354
11/30/34,509.7425304
12/31/34,238.5300969
1/31/35,649.748717
2/28/35,602.9180237
3/31/35,687.0037036
4/30/35,751.675
5/31/35,765.925
6/30/35,745.805
7/31/35,1067.1275
8/31/35,767.545
9/30/35,518.7149023
10/31/35,549.1522162
11/30/35,383.6726781
12/31/35,335.1164126
1/31/36,618.466087
2/29/36,4896.920153
3/31/36,713.6877036
4/30/36,775.475
5/31/36,765.925
6/30/36,745.805
7/31/36,718.9884904
8/31/36,767.545
9/30/36,533.7540711
10/31/36,565.5675419
11/30/36,351.0586379
12/31/36,299.9507937
1/31/37,653.796087
2/28/37,1119.29424
3/31/37,923.7571414
4/30/37,751.675
5/31/37,749.044999
6/30/37,720.415229
7/31/37,767.915
8/31/37,972.2515
9/30/37,695.6333598
10/31/37,703.3178504
11/30/37,588.4464186
12/31/37,474.764938
1/31/38,618.466087
2/28/38,5125.817368
3/31/38,2236.161141
4/30/38,1227.586412
5/31/38,1483.527348
6/30/38,1111.402253
7/31/38,1007.516806
8/31/38,838.4501274
9/30/38,461.7047481
10/31/38,557.4388995
11/30/38,204.5516531
12/31/38,531.5869114
1/31/39,473.3773524
2/28/39,337.7671688
3/31/39,632.8992856
4/30/39,1077.704748
5/31/39,892.63001
6/30/39,745.805
7/31/39,802.285
8/31/39,786.5729317
9/30/39,653.3188288
10/31/39,648.3496266
11/30/39,261.6273239
12/31/39,305.2472254
1/31/40,653.796087
2/29/40,601.4013334
3/31/40,754.4477036
4/30/40,762.4607
5/31/40,764.9144465
6/30/40,719.0698536
7/31/40,1349.4625
8/31/40,767.545
9/30/40,627.9100183
10/31/40,670.6417825
11/30/40,624.2625509
12/31/40,318.296938
1/31/41,618.466087
2/28/41,1017.34165
3/31/41,946.7841414
4/30/41,751.675
5/31/41,2632.982714
6/30/41,729.0683158
7/31/41,767.915
8/31/41,767.545
9/30/41,602.7351703
10/31/41,916.8814337
11/30/41,887.5686871
12/31/41,444.2279035
1/31/42,741.5227797
2/28/42,647.57365
3/31/42,639.0781964
4/30/42,775.475
5/31/42,2287.510397
6/30/42,778.885
7/31/42,1213.28701
8/31/42,972.2515
9/30/42,695.6333598
10/31/42,692.2023894
11/30/42,304.6833756
12/31/42,447.3076285
1/31/43,976.5562413
2/28/43,3399.31292
3/31/43,1689.25015
4/30/43,751.675
5/31/43,725.165
6/30/43,1034.24113
7/31/43,1407.3995
8/31/43,651.2783726
9/30/43,508.643415
10/31/43,549.33684
11/30/43,234.055584
12/31/43,353.4974803
1/31/44,888.5976524
2/29/44,602.9180237
3/31/44,708.9385128
4/30/44,685.4495994
5/31/44,765.925
6/30/44,745.805
7/31/44,747.2344904
8/31/44,767.545
9/30/44,562.0088288
10/31/44,564.9038126
11/30/44,598.1614625
12/31/44,259.6996456
1/31/45,624.066087
2/28/45,797.6352404
3/31/45,680.7941414
4/30/45,687.7067099
5/31/45,765.925
6/30/45,745.805
7/31/45,1160.1615
8/31/45,767.545
9/30/45,695.6333598
10/31/45,695.5561837
11/30/45,601.0091267
12/31/45,650.997938
1/31/46,668.7749536
