date,kaf
10/31/21,5.48775
11/30/21,3.32742
12/31/21,773.5535803
1/31/22,480.6088412
2/28/22,1746.856834
3/31/22,807.198802
4/30/22,865.3426029
5/31/22,1688.463602
6/30/22,1053.661324
7/31/22,0
8/31/22,0
9/30/22,0
10/31/22,0
11/30/22,0
12/31/22,793.8744747
1/31/23,857.3303043
2/28/23,0
3/31/23,0
4/30/23,197.9589899
5/31/23,0
6/30/23,0
7/31/23,0
8/31/23,0
9/30/23,10.20307
10/31/23,5.48775
11/30/23,0.32742
12/31/23,2.01926
1/31/24,0
2/29/24,0
3/31/24,0
4/30/24,0
5/31/24,0
6/30/24,0
7/31/24,0
8/31/24,0
9/30/24,11.20307
10/31/24,2.48775
11/30/24,3.32742
12/31/24,59.76059854
1/31/25,0
2/28/25,2937.153225
3/31/25,0
4/30/25,211.4320507
5/31/25,0
6/30/25,0
7/31/25,0
8/31/25,0
9/30/25,11.20307
10/31/25,5.48775
11/30/25,3.32742
12/31/25,57.3039607
1/31/26,173.8922654
2/28/26,1821.850428
3/31/26,0
4/30/26,0
5/31/26,0
6/30/26,0
7/31/26,0
8/31/26,0
9/30/26,11.20307
10/31/26,2.48775
11/30/26,412.0531274
12/31/26,760.6050471
1/31/27,1939.057372
2/28/27,5249.573154
3/31/27,2152.618814
4/30/27,2382.702246
5/31/27,0
6/30/27,0
7/31/27,0
8/31/27,0
9/30/27,0
10/31/27,0
11/30/27,0
12/31/27,79.87880531
1/31/28,451.8923323
2/29/28,1250.335986
3/31/28,3716.821785
4/30/28,39.33745324
5/31/28,0
6/30/28,0
7/31/28,0
8/31/28,0
9/30/28,0
10/31/28,0
11/30/28,0
12/31/28,0
1/31/29,0
2/28/29,0
3/31/29,0
4/30/29,0
5/31/29,0
6/30/29,0
7/31/29,0
8/31/29,0
9/30/29,11.20307
10/31/29,5.48775
11/30/29,0.32742
12/31/29,0
1/31/30,196.1221478
2/28/30,47.48133372
3/31/30,998.4533603
4/30/30,0
5/31/30,0
6/30/30,0
7/31/30,0
8/31/30,0
9/30/30,11.20307
10/31/30,3.48775
11/30/30,1.32742
12/31/30,0.01926
1/31/31,0
2/28/31,0
3/31/31,0
4/30/31,0
5/31/31,0
6/30/31,0
7/31/31,0
8/31/31,0
9/30/31,11.20307
10/31/31,5.48775
11/30/31,3.32742
12/31/31,200.3249112
1/31/32,351.8289568
2/29/32,37.8447696
3/31/32,0
4/30/32,0
5/31/32,0
6/30/32,0
7/31/32,0
8/31/32,0
9/30/32,11.20307
10/31/32,5.48775
11/30/32,0.32742
12/31/32,3.01926
1/31/33,0
2/28/33,0
3/31/33,0
4/30/33,0
5/31/33,0
6/30/33,0
7/31/33,0
8/31/33,0
9/30/33,11.20307
10/31/33,4.48775
11/30/33,0.32742
12/31/33,15.20132178
1/31/34,0
2/28/34,0
3/31/34,0
4/30/34,0
5/31/34,0
6/30/34,0
7/31/34,0
8/31/34,0
9/30/34,8.10307
10/31/34,0
11/30/34,5.32742
12/31/34,4.750726064
1/31/35,915.9978105
2/28/35,98.92343333
3/31/35,767.7411443
4/30/35,2733.096788
5/31/35,0
6/30/35,0
7/31/35,0
8/31/35,0
9/30/35,11.20307
10/31/35,3.48775
11/30/35,0.32742
12/31/35,119.2640211
1/31/36,2134.763596
2/29/36,3822.11345
3/31/36,899.8696844
4/30/36,484.7389224
5/31/36,0
6/30/36,0
7/31/36,0
8/31/36,0
9/30/36,11.20307
10/31/36,2.48775
11/30/36,0.32742
12/31/36,120.4695568
1/31/37,28.09226545
2/28/37,1859.645587
3/31/37,2332.848284
4/30/37,512.0744773
5/31/37,381.1328367
6/30/37,0
7/31/37,0
8/31/37,0
9/30/37,11.20307
10/31/37,4.48775
11/30/37,791.7367026
12/31/37,4152.151915
1/31/38,2350.143961
2/28/38,6348.001646
3/31/38,8511.0449
4/30/38,4431.055491
5/31/38,3055.728674
6/30/38,1526.401612
7/31/38,0
8/31/38,0
9/30/38,0
10/31/38,0
11/30/38,0
12/31/38,1.01926
1/31/39,0
2/28/39,0
3/31/39,0
4/30/39,0
5/31/39,0
6/30/39,0
7/31/39,14.62149042
8/31/39,0
9/30/39,11.20307
10/31/39,3.48775
11/30/39,0.32742
12/31/39,21.4926964
1/31/40,1521.873427
2/29/40,2979.189369
3/31/40,5201.001207
4/30/40,3881.909774
5/31/40,0
6/30/40,0
7/31/40,101.8054904
8/31/40,0
9/30/40,0
10/31/40,0
11/30/40,0
12/31/40,2184.964383
1/31/41,5307.956035
2/28/41,5609.881718
3/31/41,5354.531226
4/30/41,3675.102835
5/31/41,1452.454704
6/30/41,0
7/31/41,0
8/31/41,0
9/30/41,0
10/31/41,0
11/30/41,0
12/31/41,3442.965085
1/31/42,3956.463448
2/28/42,6107.711986
3/31/42,1153.347112
4/30/42,2384.211591
5/31/42,616.5296799
6/30/42,665.5414934
7/31/42,0
8/31/42,0
9/30/42,0
10/31/42,0
11/30/42,0
12/31/42,1068.389309
1/31/43,4041.130763
2/28/43,2214.190928
3/31/43,4434.269176
4/30/43,1205.955474
5/31/43,0
6/30/43,0
7/31/43,159.7424904
8/31/43,0
9/30/43,0
10/31/43,0
11/30/43,0
12/31/43,61.02269111
1/31/44,59.3230224
2/29/44,515.2251058
3/31/44,218.0459203
4/30/44,0
5/31/44,0
6/30/44,0
7/31/44,0
8/31/44,0
9/30/44,11.20307
10/31/44,4.48775
11/30/44,86.54310427
12/31/44,562.8935257
1/31/45,0
2/28/45,2731.834051
3/31/45,581.8822519
4/30/45,0
5/31/45,0
6/30/45,0
7/31/45,4.735490424
8/31/45,0
9/30/45,11.20307
10/31/45,4.48775
11/30/45,2.32742
12/31/45,3261.455246
1/31/46,2305.122937
2/28/46,0
3/31/46,361.5584426
4/30/46,0
5/31/46,0
6/30/46,0
7/31/46,14.03449042
8/31/46,0
9/30/46,11.20307
10/31/46,4.48775
11/30/46,5.32742
12/31/46,91.85254291
1/31/47,0
2/28/47,0
3/31/47,324.6450762
4/30/47,0
5/31/47,0
6/30/47,0
7/31/47,0
8/31/47,0
9/30/47,11.20307
10/31/47,2.48775
11/30/47,1.32742
12/31/47,1.01926
1/31/48,45.37159727
2/29/48,0
3/31/48,30.24783326
4/30/48,894.0692585
5/31/48,0
6/30/48,0
7/31/48,0
8/31/48,0
9/30/48,11.20307
10/31/48,4.48775
11/30/48,0.32742
12/31/48,95.03054291
1/31/49,0
2/28/49,0
3/31/49,1474.870009
4/30/49,0
5/31/49,0
6/30/49,0
7/31/49,0
8/31/49,0
9/30/49,11.20307
10/31/49,5.48775
11/30/49,2.32742
12/31/49,58.84952462
1/31/50,150.73929
2/28/50,1530.83077
3/31/50,399.1031616
4/30/50,148.4398382
5/31/50,0
6/30/50,0
7/31/50,0
8/31/50,0
9/30/50,11.20307
10/31/50,3.48775
11/30/50,2130.468833
12/31/50,6162.765473
1/31/51,3749.898462
2/28/51,3244.406078
3/31/51,765.1874586
4/30/51,9.783523819
5/31/51,53.92434346
6/30/51,0
7/31/51,116.6474904
8/31/51,0
9/30/51,0
10/31/51,0
11/30/51,0
12/31/51,2344.251763
1/31/52,4320.365165
2/29/52,3201.409489
3/31/52,3854.726413
4/30/52,3219.949625
5/31/52,2887.624673
6/30/52,1074.395428
7/31/52,0
8/31/52,0
9/30/52,0
10/31/52,0
11/30/52,0
12/31/52,2539.356989
1/31/53,4504.391251
2/28/53,106.451162
3/31/53,388.9169749
4/30/53,0
5/31/53,471.2823388
6/30/53,0.299154611
7/31/53,0
8/31/53,0
9/30/53,0
10/31/53,0
11/30/53,0
12/31/53,106.4140476
1/31/54,633.9603266
2/28/54,2151.464903
3/31/54,1742.595285
4/30/54,1378.599355
5/31/54,0
6/30/54,0
7/31/54,132.4694904
8/31/54,0
9/30/54,0
10/31/54,0
11/30/54,0
12/31/54,419.2848203
1/31/55,402.8222654
2/28/55,0
3/31/55,0
4/30/55,-73.45
5/31/55,0
6/30/55,0
7/31/55,0
8/31/55,4.316931701
9/30/55,11.20307
10/31/55,5.48775
11/30/55,2.32742
12/31/55,4994.050441
1/31/56,8800.923786
2/29/56,4275.552929
3/31/56,2138.441494
4/30/56,695.3713219
5/31/56,1344.745487
6/30/56,393.6869281
7/31/56,0
8/31/56,0
9/30/56,0
10/31/56,0
11/30/56,0
12/31/56,50.85352952
1/31/57,0
2/28/57,564.2753013
3/31/57,1240.85395
4/30/57,0
5/31/57,102.672208
6/30/57,0
7/31/57,102.5334904
8/31/57,0
9/30/57,0
10/31/57,0
11/30/57,0
12/31/57,1517.746262
1/31/58,2698.358866
2/28/58,6755.787156
3/31/58,5651.135187
4/30/58,5440.803902
5/31/58,1778.02067
6/30/58,839.3813527
7/31/58,0
8/31/58,0
9/30/58,0
10/31/58,0
11/30/58,0
12/31/58,1.01926
1/31/59,832.005595
2/28/59,1722.487401
3/31/59,0
4/30/59,0
5/31/59,0
6/30/59,0
7/31/59,0
8/31/59,0
9/30/59,11.20307
10/31/59,5.48775
11/30/59,0.32742
12/31/59,2.01926
1/31/60,0
2/29/60,795.7777322
3/31/60,1049.367645
4/30/60,0
5/31/60,0
6/30/60,0
7/31/60,52.54849042
8/31/60,0
9/30/60,11.20307
10/31/60,5.48775
11/30/60,10.32742
12/31/60,161.1032011
1/31/61,0
2/28/61,625.4420177
3/31/61,103.4647586
4/30/61,0
5/31/61,0
6/30/61,0
7/31/61,-155.7455096
8/31/61,51.0739317
9/30/61,11.20307
10/31/61,5.48775
11/30/61,6.32742
12/31/61,454.3598559
1/31/62,0
2/28/62,2160.765161
3/31/62,464.0468266
4/30/62,0
5/31/62,0
6/30/62,0
7/31/62,108.2164904
8/31/62,0
9/30/62,11.20307
10/31/62,827.9512252
11/30/62,27.17286251
12/31/62,1386.172348
1/31/63,811.619643
2/28/63,2836.645812
3/31/63,849.7405987
4/30/63,3784.534783
5/31/63,441.8754421
6/30/63,0
7/31/63,122.0324904
8/31/63,0
9/30/63,0
10/31/63,0
11/30/63,0
12/31/63,27.15444391
1/31/64,56.04597545
2/29/64,0
3/31/64,0
4/30/64,0
5/31/64,0
6/30/64,0
7/31/64,0
8/31/64,0
9/30/64,11.20307
10/31/64,3.48775
11/30/64,100.8116833
12/31/64,4292.260165
1/31/65,5860.667364
2/28/65,1281.112226
3/31/65,215.7360222
4/30/65,1879.62758
5/31/65,0
6/30/65,0
7/31/65,6.712490424
8/31/65,0
9/30/65,0
10/31/65,0
11/30/65,0
12/31/65,309.5635429
1/31/66,955.276029
2/28/66,618.3500771
3/31/66,0
4/30/66,0
5/31/66,0
6/30/66,0
7/31/66,100.2734904
8/31/66,0
9/30/66,11.20307
10/31/66,5.48775
11/30/66,284.1312899
12/31/66,1156.018227
1/31/67,2742.01503
2/28/67,1983.237359
3/31/67,2639.605991
4/30/67,2512.261461
5/31/67,2194.307402
6/30/67,1318.706814
7/31/67,314.436694
8/31/67,0
9/30/67,0
10/31/67,0
11/30/67,0
12/31/67,279.6444379
1/31/68,1077.871439
2/29/68,2247.293661
3/31/68,881.6446585
4/30/68,0
5/31/68,0
6/30/68,0
7/31/68,160.8614904
8/31/68,0
9/30/68,11.20307
10/31/68,5.48775
11/30/68,149.9098191
12/31/68,1489.912272
1/31/69,6123.586882
2/28/69,6311.680707
3/31/69,3885.92815
4/30/69,2939.898623
5/31/69,2479.308561
6/30/69,987.9841715
7/31/69,0
8/31/69,0
9/30/69,0
10/31/69,0
11/30/69,824.3951854
12/31/69,3505.376559
1/31/70,10280.31521
2/28/70,3859.51955
3/31/70,1784.023704
4/30/70,0
5/31/70,0
6/30/70,0
7/31/70,166.4764904
8/31/70,0
9/30/70,0
10/31/70,0
11/30/70,0
12/31/70,2288.097409
1/31/71,2033.043814
2/28/71,264.0290133
3/31/71,1766.961031
4/30/71,801.9138989
5/31/71,347.4431317
6/30/71,0
7/31/71,0
8/31/71,0
9/30/71,0
10/31/71,0
11/30/71,0
12/31/71,417.5716952
1/31/72,17.5796411
2/29/72,114.1269754
3/31/72,501.1328114
4/30/72,0
5/31/72,0
6/30/72,0
7/31/72,105.6774904
8/31/72,0
9/30/72,10.20307
10/31/72,8.48775
11/30/72,176.4772084
12/31/72,1119.051008
1/31/73,4142.330642
2/28/73,3221.663267
3/31/73,2875.841503
4/30/73,168.6204669
5/31/73,0
6/30/73,0
7/31/73,21.40349042
8/31/73,0
9/30/73,0
10/31/73,0
11/30/73,2538.457177
12/31/73,3953.345152
1/31/74,6766.605717
2/28/74,3160.862928
3/31/74,4386.888614
4/30/74,3226.307067
5/31/74,526.3265478
6/30/74,0
7/31/74,0
8/31/74,0
9/30/74,0
10/31/74,0
11/30/74,0
12/31/74,58.20554291
1/31/75,64.34344862
2/28/75,2399.877864
3/31/75,3514.733321
4/30/75,659.8632388
5/31/75,1193.114004
6/30/75,155.178644
7/31/75,0
8/31/75,0
9/30/75,0
10/31/75,0
11/30/75,0
12/31/75,0.01926
1/31/76,0
2/29/76,0
3/31/76,0
4/30/76,0
5/31/76,0
6/30/76,0
7/31/76,0
8/31/76,0
9/30/76,10.20307
10/31/76,4.48775
11/30/76,0.32742
12/31/76,2.01926
1/31/77,0
2/28/77,0
3/31/77,0
4/30/77,0
5/31/77,0
6/30/77,0
7/31/77,0
8/31/77,0
9/30/77,11.20307
10/31/77,0
11/30/77,3.32742
12/31/77,560.5476356
1/31/78,3176.046402
2/28/78,2382.781108
3/31/78,4034.426506
4/30/78,1988.375949
5/31/78,487.1580277
6/30/78,117.5563098
7/31/78,0
8/31/78,0
9/30/78,0
10/31/78,0
11/30/78,0
12/31/78,106.664131
1/31/79,830.6304951
2/28/79,1856.897377
3/31/79,1145.004045
4/30/79,0
5/31/79,0
6/30/79,0
7/31/79,0
8/31/79,0
9/30/79,11.20307
10/31/79,3.48775
11/30/79,230.984271
12/31/79,1755.940428
1/31/80,5496.160396
2/29/80,5738.014031
3/31/80,3562.835466
4/30/80,188.6020657
5/31/80,5.538231711
6/30/80,0
7/31/80,0
8/31/80,0
9/30/80,0
10/31/80,0
11/30/80,0
12/31/80,314.694144
1/31/81,416.894168
2/28/81,655.1851372
3/31/81,468.1249225
4/30/81,0
5/31/81,0
6/30/81,0
7/31/81,0
8/31/81,0
9/30/81,11.20307
10/31/81,3.48775
11/30/81,1503.608356
12/31/81,4636.093552
1/31/82,3993.424005
